label,key,description,condition,category,technique,track_type,organism,strain,haplotype,first_author,pubmed_id
,,,,,,,,,,,
bruno_hOxi_hapB_coverage,Bruno HapB High Oxidative Stress Coverage,"Read coverage, high oxidative stress (5mM H2O2), Hap B",Oxidative Stress,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_hOxi_hapB_density,Bruno HapB High Oxidative Stress Density,"Read density, high oxidative stress (5mM H2O2), Hap B",Oxidative Stress,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapA_alignments,Bruno HapA Low Oxidative Stress Alignments,"Aligned reads, low oxidative stress (0.5mM H2O2), Hap A",Oxidative Stress,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapA_coverage,Bruno HapA Low Oxidative Stress Coverage,"Read coverage, low oxidative stress (0.5mM H2O2), Hap A",Oxidative Stress,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapA_density,Bruno HapA Low Oxidative Stress Density,"Read density, low oxidative stress (0.5mM H2O2), Hap A",Oxidative Stress,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapB_alignments,Bruno HapB Low Oxidative Stress Alignments,"Aligned reads, low oxidative stress (0.5mM H2O2), Hap B",Oxidative Stress,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapB_coverage,Bruno HapB Low Oxidative Stress Coverage,"Read coverage, low oxidative stress (0.5mM H2O2), Hap B",Oxidative Stress,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_lOxi_hapB_density,Bruno HapB Low Oxidative Stress Density,"Read density, low oxidative stress (0.5mM H2O2), Hap B",Oxidative Stress,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapA_alignments,Bruno HapA Oxidative Stress Control Alignments,"Aligned reads, oxidative stress control, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapA_coverage,Bruno HapA Oxidative Stress Control Coverage,"Read coverage, oxidative stress control, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapA_density,Bruno HapA Oxidative Stress Control Density,"Read density, oxidative stress control, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapB_alignments,Bruno HapB Oxidative Stress Control Alignments,"Aligned reads, oxidative stress control, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapB_coverage,Bruno HapB Oxidative Stress Control Coverage,"Read coverage, oxidative stress control, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
bruno_nOxi_hapB_density,Bruno HapB Oxidative Stress Control Density,"Read density, oxidative stress control, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Bruno,20810668
,,,,,,,,,,,
desai_sc_film_hapA_alignments,Desai HapA SC5314 Biofilm Alignments,"Aligned strand-specific reads, SC5314 biofilm, Hap A",Biofilm Growth,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_film_hapA_coverage,Desai HapA SC5314 Biofilm Coverage,"Read coverage, SC5314 biofilm, Hap A",Biofilm Growth,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_film_hapA_density,Desai HapA SC5314 Biofilm Density,"Read density, SC5314 biofilm, Hap A",Biofilm Growth,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_film_hapB_alignments,Desai HapB SC5314 Biofilm Alignments,"Aligned strand-specific reads, SC5314 biofilm, Hap B",Biofilm Growth,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_sc_film_hapB_coverage,Desai HapB SC5314 Biofilm Coverage,"Read coverage, SC5314 biofilm, Hap B",Biofilm Growth,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_sc_film_hapB_density,Desai HapB SC5314 Biofilm Density,"Read density, SC5314 biofilm, Hap B",Biofilm Growth,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapA_alignments,Desai HapA WO1-white Biofilm Alignments,"Aligned strand-specific reads, WO1-white biofilm, Hap A","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapA_coverage,Desai HapA WO1-white Biofilm Coverage,"Read coverage, WO1-white biofilm, Hap A","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapA_density,Desai HapA WO1-white Biofilm Density,"Read density, WO1-white biofilm, Hap A","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapB_alignments,Desai HapB WO1-white Biofilm Alignments,"Aligned strand-specific reads, WO1-white biofilm, Hap B","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapB_coverage,Desai HapB WO1-white Biofilm Coverage,"Read coverage, WO1-white biofilm, Hap B","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woW_film_hapB_density,Desai HapB WO1-white Biofilm Density,"Read density, WO1-white biofilm, Hap B","Biofilm Growth Conditions, White Cells",Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapA_alignments,Desai HapA WO1-opaque Biofilm Alignments,"Aligned strand-specific reads, WO1-opaque biofilm, Hap A","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapA_coverage,Desai HapA WO1-opaque Biofilm Coverage,"Read coverage, WO1-opaque biofilm, Hap A","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapA_density,Desai HapA WO1-opaque Biofilm Density,"Read density, WO1-opaque biofilm, Hap A","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapB_alignments,Desai HapB WO1-opaque Biofilm Alignments,"Aligned strand-specific reads, WO1-opaque biofilm, Hap B","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapB_coverage,Desai HapB WO1-opaque Biofilm Coverage,"Read coverage, WO1-opaque biofilm, Hap B","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_woO_film_hapB_density,Desai HapB WO1-opaque Biofilm Density,"Read density, WO1-opaque biofilm, Hap B","Biofilm Growth Conditions, Opaque Cells",Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapA_alignments,Desai HapA SC5314 Planktonic Alignments,"Aligned strand-specific reads, SC5314 planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapA_coverage,Desai HapA SC5314 Planktonic Coverage,"Read coverage, SC5314 planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapA_density,Desai HapA SC5314 Planktonic Density,"Read density, SC5314 planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapB_alignments,Desai HapB SC5314 Planktonic Alignments,"Aligned strand-specific reads, SC5314 planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapB_coverage,Desai HapB SC5314 Planktonic Coverage,"Read coverage, SC5314 planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_sc_plnk_hapB_density,Desai HapB SC5314 Planktonic Density,"Read density, SC5314 planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapA_alignments,Desai HapA WO1-white Planktonic Alignments,"Aligned strand-specific reads, WO1-white planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapA_coverage,Desai HapA WO1-white Planktonic Coverage,"Read coverage, WO1-white planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapA_density,Desai HapA WO1-white Planktonic Density,"Read density, WO1-white planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-white,A,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapB_alignments,Desai HapB WO1-white Planktonic Alignments,"Aligned strand-specific reads, WO1-white planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapB_coverage,Desai HapB WO1-white Planktonic Coverage,"Read coverage, WO1-white planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woW_plnk_hapB_density,Desai HapB WO1-white Planktonic Density,"Read density, WO1-white planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-white,B,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapA_alignments,Desai HapA WO1-opaque Planktonic Alignments,"Aligned strand-specific reads, WO1-opaque planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapA_coverage,Desai HapA WO1-opaque Planktonic Coverage,"Read coverage, WO1-opaque planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapA_density,Desai HapA WO1-opaque Planktonic Density,"Read density, WO1-opaque planktonic growth, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-opaque,A,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapB_alignments,Desai HapB WO1-opaque Planktonic Alignments,"Aligned strand-specific reads, WO1-opaque planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapB_coverage,Desai HapB WO1-opaque Planktonic Coverage,"Read coverage, WO1-opaque planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_woO_plnk_hapB_density,Desai HapB WO1-opaque Planktonic Density,"Read density, WO1-opaque planktonic growth, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,WO-1-opaque,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapA_alignments,Desai HapA rhr2-Deletion (rep 1) Alignments,"Aligned strand-specific, paired end reads, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapA_coverage,Desai HapA rhr2-Deletion (rep 1) Coverage,"Read coverage, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapA_density,Desai HapA rhr2-Deletion (rep 1) Density,"Read density, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapA_alignments,Desai HapA rhr2-Deletion (rep 2) Alignments,"Aligned strand-specific, paired end reads, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapA_coverage,Desai HapA rhr2-Deletion (rep 2) Coverage,"Read coverage, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapA_density,Desai HapA rhr2-Deletion (rep 2) Density,"Read density, rhr2-deletion, Hap A",rhr2-deletion,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapB_alignments,Desai HapB rhr2-Deletion (rep 1) Alignments,"Aligned strand-specific, paired end reads, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapB_coverage,Desai HapB rhr2-Deletion (rep 1) Coverage,"Read coverage, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_1_hapB_density,Desai HapB rhr2-Deletion (rep 1) Density,"Read density, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapB_alignments,Desai HapB rhr2-Deletion (rep 2) Alignments,"Aligned strand-specific, paired end reads, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapB_coverage,Desai HapB rhr2-Deletion (rep 2) Coverage,"Read coverage, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2D_2_hapB_density,Desai HapB rhr2-Deletion (rep 2) Density,"Read density, rhr2-deletion, Hap B",rhr2-deletion,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapA_alignments,Desai HapA RHR2+ Complemented (rep 1) Alignments,"Aligned strand-specific, paired end reads, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapA_coverage,Desai HapA RHR2+ Complemented (rep 1) Coverage,"Read coverage, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapA_density,Desai HapA RHR2+ Complemented (rep 1) Density,"Read density, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapA_alignments,Desai HapA RHR2+ Complemented (rep 2) Alignments,"Aligned strand-specific, paired end reads, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapA_coverage,Desai HapA RHR2+ Complemented (rep 2) Coverage,"Read coverage, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapA_density,Desai HapA RHR2+ Complemented (rep 2) Density,"Read density, RHR2+ complemented, Hap A",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,A,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapB_alignments,Desai HapB RHR2+ Complemented (rep 1) Alignments,"Aligned strand-specific, paired end reads, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapB_coverage,Desai HapB RHR2+ Complemented (rep 1) Coverage,"Read coverage, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_1_hapB_density,Desai HapB RHR2+ Complemented (rep 1) Density,"Read density, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapB_alignments,Desai HapB RHR2+ Complemented (rep 2) Alignments,"Aligned strand-specific, paired end reads, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Aligned reads,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapB_coverage,Desai HapB RHR2+ Complemented (rep 2) Coverage,"Read coverage, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Coverage plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
desai_rhr2C_2_hapB_density,Desai HapB RHR2+ Complemented (rep 2) Density,"Read density, RHR2+ complemented, Hap B",Control,Gene Expression,RNA-Seq,Density plot,C. albicans,DAY185,B,Desai,23572557
,,,,,,,,,,,
xie_white_hapA_alignments,Xie HapA MTLa/alpha White Alignments,"Aligned strand-specific reads, MTLa/alpha white cells, Hap A",White Cells,Gene Expression,RNA-Seq,Aligned reads,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_white_hapA_coverage,Xie HapA MTLa/alpha White Coverage,"Read coverage, MTLa/alpha white cells, Hap A",White Cells,Gene Expression,RNA-Seq,Coverage plot,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_white_hapA_density,Xie HapA MTLa/alpha White Density,"Read density, MTLa/alpha white cells, Hap A",White Cells,Gene Expression,RNA-Seq,Density plot,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_white_hapB_alignments,Xie HapB MTLa/alpha White Alignments,"Aligned strand-specific reads, MTLa/alpha white cells, Hap B",White Cells,Gene Expression,RNA-Seq,Aligned reads,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
xie_white_hapB_coverage,Xie HapB MTLa/alpha White Coverage,"Read coverage, MTLa/alpha white cells, Hap B",White Cells,Gene Expression,RNA-Seq,Coverage plot,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
xie_white_hapB_density,Xie HapB MTLa/alpha White Density,"Read density, MTLa/alpha white cells, Hap B",White Cells,Gene Expression,RNA-Seq,Density plot,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapA_alignments,Xie HapA MTLa/alpha Opaque Alignments,"Aligned strand-specific reads, MTLa/alpha opaque cells, Hap A",Opaque Cells,Gene Expression,RNA-Seq,Aligned reads,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapA_coverage,Xie HapA MTLa/alpha Opaque Coverage,"Read coverage, MTLa/alpha opaque cells, Hap A",Opaque Cells,Gene Expression,RNA-Seq,Coverage plot,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapA_density,Xie HapA MTLa/alpha Opaque Density,"Read density, MTLa/alpha opaque cells, Hap A",Opaque Cells,Gene Expression,RNA-Seq,Density plot,C. albicans,CY110,A,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapB_alignments,Xie HapB MTLa/alpha Opaque Alignments,"Aligned strand-specific reads, MTLa/alpha opaque cells, Hap B",Opaque Cells,Gene Expression,RNA-Seq,Aligned reads,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapB_coverage,Xie HapB MTLa/alpha Opaque Coverage,"Read coverage, MTLa/alpha opaque cells, Hap B",Opaque Cells,Gene Expression,RNA-Seq,Coverage plot,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
xie_opaque_hapB_density,Xie HapB MTLa/alpha Opaque Density,"Read density, MTLa/alpha opaque cells, Hap B",Opaque Cells,Gene Expression,RNA-Seq,Density plot,C. albicans,CY110,B,Xie,23555196
,,,,,,,,,,,
lohse_wt_con_hapA_alignments,Lohse HapA Wor1p ChIP-Seq Control White Cells Alignments,"Aligned reads, white cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_con_hapA_coverage,Lohse HapA Wor1p ChIP-Seq Control White Cells Coverage,"Read coverage, white cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_con_hapA_density,Lohse HapA Wor1p ChIP-Seq Control White Cells Density,"Read density, white cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Density plot,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_con_hapB_alignments,Lohse HapB Wor1p ChIP-Seq Control White Cells Alignments,"Aligned reads, white cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_wt_con_hapB_coverage,Lohse HapB Wor1p ChIP-Seq Control White Cells Coverage,"Read coverage, white cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_wt_con_hapB_density,Lohse HapB Wor1p ChIP-Seq Control White Cells Density,"Read density, white cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Density plot,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapA_alignments,Lohse HapA Wor1p ChIP-Seq Control Opaque Cells Alignments,"Aligned reads, opaque cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapA_coverage,Lohse HapA Wor1p ChIP-Seq Control Opaque Cells Coverage,"Read coverage, opaque cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapA_density,Lohse HapA Wor1p ChIP-Seq Control Opaque Cells Density,"Read density, opaque cells ChIP-Seq control, Hap A",Control,Chromatin Binding,ChIP-Seq,Density plot,C. albicans,AHY135,A,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapB_alignments,Lohse HapB Wor1p ChIP-Seq Control Opaque Cells Alignments,"Aligned reads, opaque cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapB_coverage,Lohse HapB Wor1p ChIP-Seq Control Opaque Cells Coverage,"Read coverage, opaque cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_con_hapB_density,Lohse HapB Wor1p ChIP-Seq Control Opaque Cells Density,"Read density, opaque cells ChIP-Seq control, Hap B",Control,Chromatin Binding,ChIP-Seq,Density plot,C. albicans,AHY136,B,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapA_alignments,Lohse HapA Wor1p ChIP-Seq White Cells Alignments,"Aligned reads, white cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapA_coverage,Lohse HapA Wor1p ChIP-Seq White Cells Coverage,"Read coverage, white cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapA_density,Lohse HapA Wor1p ChIP-Seq White Cells Density,"Read density, white cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Density plot,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapB_alignments,Lohse HapB Wor1p ChIP-Seq White Cells Alignments,"Aligned reads, white cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapB_coverage,Lohse HapB Wor1p ChIP-Seq White Cells Coverage,"Read coverage, white cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
lohse_wt_gfp_hapB_density,Lohse HapB Wor1p ChIP-Seq White Cells Density,"Read density, white cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, White Cells",Chromatin Binding,ChIP-Seq,Density plot,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_gfp_hapA_alignments,Lohse HapA Wor1p ChIP-Seq Opaque Cells Alignments,"Aligned reads, opaque cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
lohse_op_gfp_hapA_coverage,Lohse HapA Wor1p ChIP-Seq Opaque Cells Coverage,"Read coverage, opaque cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
lohse_op_gfp_hapA_density,Lohse HapA Wor1p ChIP-Seq Opaque Cells Density,"Read density, opaque cells, Wor1p ChIP-Seq, Hap A","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Density plot,C. albicans,MLY1295,A,Lohse,26772749
,,,,,,,,,,,
